;marca;preço
258;Bateria Para Notebook Samsung Np Series Np-sf411i | 6000 Mah 10.8 V;R$ 186,21
259;Bateria Para Notebook Samsung Np Series Np300e4a-bd2br | 6000 Mah 10.8 V;R$ 186,21
260;Bateria Para Notebook Acer Aspire Es1-531-c9h1 | 2750 Mah 15.2 V;R$ 294,15
261;Bateria Para Notebook Asus X551ca-sx021d | 2200 Mah;R$ 174,36
262;Bateria Para Notebook Dell Latitude E7380 | Preto 6800 Mah;R$ 328,81
263;Bateria Para Notebook Acer Aspire Vx5-591g-5952 | Preto;R$ 299,62
264;Bateria Para Notebook Acer Aspire 5 A515-54g-73y1 | 2750 Mah 15.2 V;R$ 294,15
265;Bateria Para Notebook Lenovo Ideapad 700-17isk (80rv0032ge) | Preto 4050 Mah;R$ 251,84
266;Bateria Para Notebook Acer Aspire Es1-131-p7wn | 2750 Mah 15.2 V;R$ 294,15
267;Bateria Para Notebook Dell Inspiron 5480 | Lítio-Polegadasímero;R$ 339,82
268;Bateria Para Notebook Acer Aspire Es1-531-c3cc | 2750 Mah 15.2 V;R$ 294,15
269;Bateria Para Notebook Acer Aspire Es1-111-c827 | 2750 Mah 15.2 V;R$ 294,15
270;Bateria Para Notebook Lenovo Ideapad 700-15isk (80ru0008ge) | Preto 4050 Mah;R$ 251,84
271;Bateria Para Notebook Lenovo Ideapad 700-15isk (80ru005qge) | Preto 4050 Mah;R$ 251,84
272;Bateria Para Notebook Acer Nitro 5 An515-52 | 2750 Mah 15.2 V;R$ 294,15
273;Bateria Para Notebook Dell N014l5300-d1706fcn | Preto 7200 Mah;R$ 567,88
274;Bateria Para Notebook Asus X551ca-sx043d | 2200 Mah;R$ 174,36
275;Bateria Para Notebook Acer Aspire 5252-v440 | 9 Células;R$ 206,55
276;Bateria Para Notebook Acer Aspire 4743zg | 9 Células;R$ 206,55
277;Bateria Para Notebook Acer Aspire 5250-e352 | 9 Células;R$ 206,55
278;Bateria Para Notebook Acer Aspire 4738g-482g50mnkk | 9 Células;R$ 206,55
279;Bateria Para Notebook Asus X451ca-vx026h | 2200 Mah;R$ 174,36
280;Bateria Para Notebook Hp Pavilion Dv6-6038tx | 6 Células;R$ 169,54
281;Bateria Para Notebook Hp Pavilion Dv6-3153nr | 6 Células;R$ 169,54
282;Bateria Para Notebook Hp Pavilion Dv6-6090em | 6 Células;R$ 169,54
283;Bateria Para Notebook Hp Pavilion Dv6-3148tx | 6 Células;R$ 169,54
284;Bateria Para Notebook Hp Pavilion Dv6-6b19tx | 6 Células;R$ 169,54
285;Bateria Para Notebook Hp Pavilion Dv6-3161ss | 6 Células;R$ 169,54
286;Bateria Para Notebook Hp Pavilion Dv7-4073ca | 6 Células;R$ 169,54
287;Bateria Para Notebook Hp Pavilion Dv7-4111ez | 6 Células;R$ 169,54
288;Bateria Para Notebook Hp Pavilion Dv6-6134tx | 6 Células;R$ 169,54
289;Bateria Para Notebook Hp Pavilion Dv7-4115tx | 6 Células;R$ 169,54
290;Bateria Para Notebook Hp Pavilion Dv6-6b26us | 6 Células;R$ 169,54
291;Bateria Para Notebook Hp Pavilion Dv7-4110sw | 6 Células;R$ 169,54
292;Bateria Para Notebook Hp Pavilion Dv6-6099el | 6 Células;R$ 169,54
293;Bateria Para Notebook Hp Pavilion Dv6-6b50ed | 6 Células;R$ 169,54
294;Bateria Para Notebook Hp Pavilion Dv6-6005sh | 6 Células;R$ 169,54
295;Bateria Para Notebook Hp Pavilion Dv7-4020sa | 6 Células;R$ 169,54
296;Bateria Para Notebook Hp Pavilion Dv6-3184se | 6 Células;R$ 169,54
297;Bateria Para Notebook Hp Pavilion Dv6-6b19wm | 6 Células;R$ 169,54
298;Bateria Para Notebook Hp Pavilion Dv7-4007eo | 6 Células;R$ 169,54
299;Bateria Para Notebook Toshiba Satellite P875-s7200 - 6 Células;R$ 138,58
300;Bateria Para Notebook Hp Pavilion G6-1232ej | 4000 Mah;R$ 169,54
301;Bateria Para Notebook Hp Pavilion G6-1224tx | 4000 Mah;R$ 169,54
302;Bateria Para Notebook Hp Pavilion G6-1225em | 4000 Mah;R$ 169,54
303;Fonte Carregador Bestbattery Para Notebook Bb20-as019-2;R$ 89,83
304;Fonte Para Notebook Lenovo Ideapad 100-14iby | 20v 2.25a;R$ 123,84
305;Fonte Para Notebook Samsung Np300e,19v 3.16a;R$ 71,32
306;Notebook Ultra  Intel Celeron, RAM 4GB, SSD 120GB, 15,6 Polegadas, Windows 11 + Mouse Sem Fio BT e USB, 1600dpi - Ub2201k;R$ 1.779,80
307;Fonte Para Notebook Semp Toshiba  Na1402 | 19v 3.42a;R$ 66,93
308;Bateria Para Notebook Hp Pavilion G6-1225ev | 4000 Mah;R$ 169,54
309;Bateria Para Notebook Hp Pavilion G6-1280sb | 4000 Mah;R$ 169,54
310;Bateria Para Notebook Hp Pavilion G4-1087la | 6 Células;R$ 169,54
311;Bateria Para Notebook Hp Pavilion G6-1225sr | 4000 Mah;R$ 169,54
312;Bateria Para Notebook Hp Pavilion G6-1222sm | 4000 Mah;R$ 169,54
313;Bateria Para Notebook Hp Pavilion G6-1250ee | 4000 Mah;R$ 169,54
314;Bateria Para Notebook Hp Pavilion G6-1207sa | 4000 Mah;R$ 169,54
315;Bateria Para Notebook Hp Pavilion G6-1216tu | 4000 Mah;R$ 169,54
316;Bateria Para Notebook Hp Pavilion G6-1260sp | 4000 Mah;R$ 169,54
317;Bateria Para Notebook Hp Pavilion G6-1255er | 4000 Mah;R$ 169,54
318;Bateria Para Notebook Hp Pavilion G6-1251ek | 4000 Mah;R$ 169,54
319;Bateria Para Notebook Hp Pavilion G6-1013sa | 6 Células;R$ 169,54
320;Bateria Para Notebook Hp Pavilion Dv6-3135ej | 9 Células;R$ 169,77
321;Tela 15.6 LED Slim, Para Notebook Acer Aspire V5-571p-6866;R$ 300,13
322;Bateria Para Notebook Hp Pavilion Dv6-3204tu | 9 Células;R$ 169,77
323;Bateria Para Notebook Hp Pavilion Dv6-3270br | 9 Células;R$ 169,77
324;Bateria Para Notebook Hp Pavilion Dv6-3115sa | 9 Células;R$ 169,77
325;Bateria Para Notebook Hp Pavilion Dv6-3060ee | 9 Células;R$ 169,77
326;Capa Crystal Hars Transparente Séries, Macbook Pro 13.3 Pol. A2338, Cinza;R$ 129,90
327;Bateria Para Notebook Hp Pavilion Dv6-3123cl | 9 Células;R$ 169,77
328;Bateria Para Notebook Hp Pavilion Dv6-3214tu | 9 Células;R$ 169,77
329;Bateria Para Notebook Hp Pavilion Dv6-3170ed | 9 Células;R$ 169,77
330;Bateria Para Notebook Hp Pavilion Dv6-3159si | 9 Células;R$ 169,77
331;Bateria Para Notebook Hp Pavilion Dv6-3127el | 9 Células;R$ 169,77
332;Bateria Para Notebook Hp Pavilion Dv6-3184ee | 9 Células;R$ 169,77
333;Bateria Para Notebook Hp Pavilion Dv6-3115ej | 9 Células;R$ 169,77
334;Bateria Para Notebook Hp Pavilion Dv6-3141ee | 9 Células;R$ 169,77
335;Bateria Para Notebook Hp Pavilion Dv6-6005sa | 9 Células;R$ 169,77
336;Bateria Para Notebook Hp Pavilion Dv6-3112tu | 9 Células;R$ 169,77
337;Notebook Samsung Book - I3 1115g4, RAM 12GB, SSD 256GB, Intel Graphics Xe, Win 11 - Np550xda-kv3br;R$ 3.603,99
338;Notebook Acer Nitro 5, Intel Core i7 13ª Gen, 16GB DDR5, SSD 512GB NVMe, RTX 4050, Tela 16 Pol. Wuxga, Windows 11 Home - An16-51-71wr;R$ 14.999,00
339;Bateria Para Apple Macbook Pro 15.4Polegadas Mid 09 | Lítio-Polegadasímero;R$ 217,91
340;Bateria Para Notebook Hp Pavilion Dv6-6b02et | 9 Células;R$ 169,77
341;Bateria Para Notebook Hp Pavilion Dv6-6b31ee | 9 Células;R$ 169,77
342;Bateria Para Notebook Hp Pavilion Dv6-6075la | 9 Células;R$ 169,77
343;Bateria Para Notebook Hp Pavilion Dv6-6054ea | 9 Células;R$ 169,77
344;Bateria Para Notebook Hp Pavilion Dv6-6b92eg | 9 Células;R$ 169,77
345;Bateria Para Notebook Hp Pavilion Dv7-4101xx | 9 Células;R$ 169,77
346;Bateria Para Notebook Hp Pavilion Dv6-6b83ca | 9 Células;R$ 169,77
347;Bateria Para Notebook Hp Pavilion Dv6-3190sf | 9 Células;R$ 169,77
348;Bateria Para Notebook Hp Pavilion Dv7-4025eo | 9 Células;R$ 169,77
349;Bateria Para Notebook Hp Pavilion Dv7-1426nr | 9 Células;R$ 169,77
350;Bateria Para Notebook Hp Pavilion Dv7-4106el | 9 Células;R$ 169,77
351;Bateria Para Notebook Positivo 88r-A14s52-4101 - Preto, 2200mAh;R$ 160,97
352;Bateria Para Notebook Hp Pavilion Dv6-6b19ev | 9 Células;R$ 169,77
353;Bateria Para Notebook Hp Pavilion G4-1040tx | 9 Células;R$ 169,77
354;Bateria Para Notebook Hp Pavilion Dv7-4162ef | 9 Células;R$ 169,77
355;Bateria Para Notebook Hp Pavilion Dv7-6178us | 9 Células;R$ 169,77
356;Bateria Para Notebook Hp Pavilion Dv7-4150sg | 9 Células;R$ 169,77
357;Bateria Para Notebook Hp Pavilion Dv7-6153ea | 9 Células;R$ 169,77
358;Bateria Para Notebook Hp Pavilion Dv6-6b79el | 9 Células;R$ 169,77
359;Bateria Para Notebook Hp Pavilion Dv6-6147tx | 9 Células;R$ 169,77
360;Bateria Para Notebook Acer Aspire 5733z-p624kk | 9 Células;R$ 206,55
361;Bateria Para Notebook Acer Aspire As5741-7840 | 9 Células;R$ 206,55
362;Bateria Para Notebook Acer Travelmate 5740-354g32mn | 9 Células;R$ 206,55
363;Bateria Para Notebook Acer Travelmate 8472zg | 9 Células;R$ 206,55
364;Bateria Para Notebook Acer Travelmate Tm8472t-373 | 9 Células;R$ 206,55
365;Bateria Para Notebook Acer Aspire 5750g-2638g64mn | 9 Células;R$ 206,55
366;Bateria Para Notebook Acer Travelmate 5740-334g32mn | 9 Células;R$ 206,55
367;Bateria Para Notebook Acer Aspire 5742g-373g32mnkk | 9 Células;R$ 206,55
368;Bateria Para Notebook Acer Travelmate P453-mg | 9 Células;R$ 206,55
369;Bateria Para Notebook Acer Aspire 5749-2334g75mikk | 9 Células;R$ 206,55
370;Bateria Para Notebook Acer Aspire 7560g-63428g75mn | 9 Células;R$ 206,55
371;Bateria Para Notebook Acer Aspire 5755g-2634g75mn | 9 Células;R$ 206,55
372;Bateria Para Notebook Acer Aspire 5336-902g16mncc | 9 Células;R$ 206,55
373;Bateria Para Notebook Acer Aspire As5733-6898 | 9 Células;R$ 206,55
374;Fonte Para Notebook Acer Aspire A315-42-r5w8;R$ 73,76
375;Bateria Para Notebook Apple Macbook Pro 15 Mc371e/a;R$ 217,91
376;Fonte Para Notebook Lenovo  E41-10 | 20v 2.25a;R$ 123,84
377;Bateria Para Notebook Apple Macbook Pro 15 Mc371x/a;R$ 217,91
378;Bateria Para Notebook Acer V Nitro Vn7-572g;R$ 299,62
379;Carregador Fonte Notebook Samsung Np270e4e Np270e5g Np275e4e;R$ 98,93
380;Bateria Para Notebook Samsung Np Series Np270e4e-kd5 | 4400 Mah;R$ 170,05
381;Bateria Para Notebook Samsung P Series P480 | 4400 Mah;R$ 170,05
382;Bateria Para Notebook Samsung Np Series Np-r540-ja02ca | 6600 Mah 10.8 V;R$ 310,91
383;Bateria Para Notebook Samsung P Series P510 | 4400 Mah;R$ 170,05
384;Bateria Para Notebook Samsung R Series R467 | 6600 Mah 10.8 V;R$ 310,91
385;Bateria Para Notebook Samsung R Series R507 | 6600 Mah 10.8 V;R$ 310,91
386;Bateria Para Notebook Samsung Np Series Np-r467 | 6600 Mah 10.8 V;R$ 310,91
387;Bateria Para Notebook Samsung R Series R540-ja08 | 4400 Mah;R$ 170,05
388;Bateria Para Notebook Samsung Np Series Np-p530 | 4400 Mah;R$ 170,05
389;Bateria Para Notebook Samsung Rv Series Rv72 | 4400 Mah;R$ 170,05
390;Bateria Para Notebook Samsung Np Series Np-e152 | 6600 Mah 10.8 V;R$ 310,91
391;Bateria Para Notebook Lenovo Part Number 0a36283 | Preto 4400 Mah;R$ 193,10
392;Bateria Para Notebook Lenovo Thinkpad X230i | Preto 4400 Mah;R$ 193,10
393;Notebook Vaio Fe15 Intel Core I7 11ª, 8GB RAM, SSD 512GB,  Windows 11 - Cinza Grafite;R$ 4.049,10
394;Fonte De Alimentação Nicefoto Pw-13 Para Iluminador Painel Led 17v 2.8a - Bilvot;R$ 170,32
395;Bateria Para Notebook Lenovo Part Number Fru 42t4873 | Preto 4400 Mah;R$ 193,10
396;Bateria Para Notebook Asus S Series S40cm | 2000 Mah;R$ 139,72
397;Bateria Para Notebook Hp Pavilion Dv6-6c60br | 6600 Mah;R$ 288,04
398;Bateria Para Notebook Asus S46c | Preto 2000 Mah;R$ 139,72
399;Bateria Para Notebook Hp Pavilion 14 B155la | 4 Células;R$ 190,18
400;Bateria Para Notebook Acer 5251-1762 | 6600 Mah;R$ 297,40
401;Bateria Para Notebook Acer E732g-384g50mnkk | 6600 Mah;R$ 297,40
402;Bateria Para Notebook Acer 5552-3153 | 6600 Mah;R$ 297,40
403;Bateria Para Notebook Acer 5740-434g32mn | 6600 Mah;R$ 297,40
404;Bateria Para Notebook Acer Aspire As5741-7840 | Preto 6600 Mah;R$ 297,40
405;Bateria Para Notebook Acer Tm5740-x522dhbf | Preto 6600 Mah;R$ 297,40
406;Bateria Para Notebook Acer E732zg-p613g32 | 6600 Mah;R$ 297,40
407;Bateria Para Notebook Acer 5552g-n854g50 | 6600 Mah;R$ 297,40
408;Bateria Para Notebook Acer Aspire E1-531-b824g32 | 6600 Mah;R$ 297,40
409;Bateria Para Notebook Acer E732g-333g32mnkk | 6600 Mah;R$ 297,40
410;Bateria Para Notebook Acer P453-m-53214g50mikk | Preto 6600 Mah;R$ 297,40
411;Bateria Para Notebook Acer Aspire V3-551 | Preto 6600 Mah;R$ 297,40
412;Bateria Para Notebook Acer Aspire As5733-6898 | Preto 6600 Mah;R$ 297,40
413;Bateria Para Notebook Acer Aspire 5750-2456g50mn | 6600 Mah;R$ 297,40
414;Bateria Para Notebook Acer 7741g-373g32 | Preto 6600 Mah;R$ 297,40
415;Bateria Para Notebook Acer Aspire E1-431-b9804ks | 6600 Mah;R$ 297,40
416;Bateria Para Notebook Acer Aspire 5253-bz851 | 6600 Mah;R$ 297,40
417;Bateria Para Notebook Acer V3-571-9831 | 6600 Mah;R$ 297,40
418;Bateria Para Notebook Acer Aspire V3-471 | Preto 6600 Mah;R$ 297,40
419;HP Spectre 16  Intel 12ª Geração I7-1260p Arc A370m Tela 16Polegadas UHD 4k SSD 1TB Nvme RAM 16GB;R$ 17.473,68
420;Fonte Para Notebook Samsung Nt560xbv | 19v 3.16a;R$ 106,85
421;Bateria Para Notebook Dell Latitude E5490 | Lítio-Polegadasímero;R$ 379,32
422;Fonte Para Notebook Lenovo V14 82nms00000 | 20v 3.25a;R$ 87,76
423;Fonte Para Notebook Hp 246 G7 | 19.5v 3.33a;R$ 86,80
424;Fonte Carregador Para Semp Toshiba Sti Ni 1401 19v 3.42a 65w P8 - Voltagem De Entrada;R$ 56,77
425;Fonte Para Notebook Acer Aspire One | 19v 2.15a;R$ 64,48
426;Bateria Para Notebook Acer Aspire A315-58-563g | Lítio-Polegadasímero;R$ 317,68
427;Bateria Para Notebook Acer Aspire A514-54g-56ha | 7.4 V;R$ 278,60
428;Bateria Para Notebook Samsung Np550xda-ko1 | Branco 3900 Mah;R$ 366,43
429;Bateria Para Notebook Dell Part Number 03vc9y | Lítio-Polegadasímero;R$ 377,12
430;Fonte Para Notebook Acer Aspire One 531h | 19v 1.58a;R$ 55,73
431;Bateria Para Notebook Acer Aspire A515-51g-c97b | 2750 Mah 15.2 V;R$ 317,68
432;Bateria Para Notebook Samsung Book Np550xda-kh2br;R$ 366,43
433;Fonte Para Notebook Acer Aspire One 531h-1440 | 19v 1.58a;R$ 55,73
434;Bateria Para Notebook Acer Aspire A514-54-789c | 7.4 V;R$ 278,60
435;Fonte Para Notebook Itautec Infoway 846 | 19v 3.42a;R$ 56,06
436;Bateria Para Notebook Dell Latitude E5490 | Lítio-Polegadasímero;R$ 377,12
437;Bateria Para Notebook Acer Aspire A515-54-34ld | Lítio-Polegadasímero;R$ 317,68
438;Bateria Para Notebook Acer Aspire A315-58-38sd  | Lítio-Polegadasímero;R$ 278,60
439;Bateria Para Notebook Acer Aspire A515-51-75rv | 4800 Mah 7.4 V;R$ 278,60
440;Notebook HP 240 G8, Intel Core I5-1135g7, 8GB DDR4, SSD 256GB, Tela 14 LED, Windows 11 Pro, Preto - 6e505la#ak4;R$ 3.354,21
441;Fonte Para Notebook Avell Titanium 19.5v 9.23a 180w;R$ 93,53
442;Notebook Dell Latitude 5420, Intel Core I5-1145g7, 8GB, SSD 256GB, Tela 14 HD, Windows 11 Pro - 1 Ano Prosupport;R$ 4.799,00
443;Carregador Gorila Shield Para Notebook Turbo Tank 4.0, Compatível com Dell;R$ 333,47
444;Carregador Gorila Shield Para Notebook Turbo Tank 4.0, Compatível com Samsung;R$ 333,35
445;Carregador Gorila Shield Para Notebook, Compatível com Positivo, Turbo Tank 4.0;R$ 333,47
446;Carregador Para Notebook Multi - Turbo Tank 4.0 65w- Gshield;R$ 333,47
447;Bateria Para Notebook Asus X Series X550c | 8 Células;R$ 175,18
448;Bateria Para Notebook Asus X Series X550cl | 8 Células;R$ 189,19
449;Bateria Para Notebook Asus X Series X450, 8 Células;R$ 162,92
450;Bateria Para Notebook Asus X Series X450c, 8 Células;R$ 162,92
451;Bateria Para Notebook Asus X Series X550c - 8 Células;R$ 140,61
452;Bateria Para Notebook Asus X Series X450l | 8 Células;R$ 175,18
453;Bateria Para Notebook Asus A550l | 8 Células;R$ 189,19
454;Notebook Vaio Fe14, Intel Core I7-1255u, 8GB, SSD 256GB, Tela 14 FHD, Windows 11 Home, Cinza - Vjfe44f11x-B0311h;R$ 3.199,90
455;Fonte Carregador Para Notebook Acer Aspire 2020 | 19v 3.42a 65w Pino 5.5 X 1.7 Mm;R$ 79,80
456;Fonte Carregador Para Notebook Acer Aspire 1500 | 19v 3.42a 65w Pino 5.5 X 1.7 Mm;R$ 79,80
457;Fonte Carregador Para Notebook Lenovo B460e | 20v 3.25a 65w Pino 5.5 X 2.5 M;R$ 52,43
458;Fonte Carregador Para Notebook Acer Aspire As1691wlci | 19v 3.42a 65w Pino 5.5 X 1.7 Mm;R$ 79,80
459;Fonte Carregador Para Notebook Asus X555lf-xx189t | 19v 3.42a 65w Pino 5.5 X 2.5 Mm;R$ 74,35
460;Notebook Asus Rog Strix G17, Amd 7ª Geração Ryzen 9 7845hx, 32GB, Rtx 4070, SSD 1TB Nvme, Tela 17 Polegadas FHD;R$ 26.947,37
461;Notebook Gigabyte Aero 16 Bsf, Intel 13ª Geração I9-13900h, 64GB, Rtx 4070, SSD 4TB Nvme, Tela 16 Polegadas UHD, windows 11 home;R$ 35.684,21
462;Ultrabook HP Envy 16, Intel 13a Geração I9-13900hx, 16GB RAM, SSD 1TB Nvme, RTX 4060, Tela 16 Polegadas QHD, windows 11 home, prata;R$ 21.578,95
463;Capa Special Séries Macbook Pro 16.2 Polegadas, A2780 - Cinza;R$ 149,90
464;Asus Proart Studiobook Pro, Intel, I9-13980hx, RTX 4070, Tela 16 Polegadas, OLED, SSD 4TB NVMe, 64GB RAM;R$ 37.473,68
465;Capa Special Séries Macbook Pro 13.3 Polegadas, A2251, A2289, A2338 - Cinza;R$ 149,90
466;Capa Special Séries Macbook Pro 16.2 Polegadas, A2780 - Full Black;R$ 149,90
467;Capa Special Séries Macbook Pro 13.3 Polegadas, A2338 - Full Black;R$ 149,90
468;Capa Special Séries Macbook Pro 13.3 Polegadas, A2159 - Preta;R$ 149,90
469;Capa Protetora Hars Anti Impacto, P/ Macbook Pro 16.2 Pol. A2485, Cinza;R$ 199,00
470;Capa Protetora Hars Anti Impacto, P/ Macbook Air 13.6 Pol. A2681, Bege;R$ 199,00
471;Capa Protetora Hars Anti Impacto, P/ Macbook Pro 14.2 Pol. A2442, Bege;R$ 199,00
472;Capa Protetora Hars Anti Impacto, P/ Macbook Pro 14.2 Pol. A2442, Azul;R$ 199,00
473;Capa Protetora Hars Anti Impacto, P/ Macbook Pro 13.3 Pol. A1706, A1708, Bege;R$ 199,00
474;Capa Special Séries Macbook Pro 13.3 Polegadas, A2159 - Full Black;R$ 149,90
475;Notebook Lenovo Thinkpad E14, Core I7, 16GB RAM, SSD 256GB, W10 P;R$ 7.790,00
476;Fonte Carregador Ibm Lenovo Thinkpad Sl410, Sl410k, Type 2842, 2874, 20v, 3,25a, Pino Grosso;R$ 103,40
477;Notebook Asus Rog Flow X16, Intel 13ª Geração, I9-13900h, RAM 32GB, SSD 1TB NVME, RTX 4070, Tela 13 Polegadas, Qhd;R$ 32.736,84
478;Notebook, Razer Blade 16, Intel 13ª Geração I9-13950hx, 32GB de RAM, SSD 2TB NVMe, Tela 16 Polegadas UHD, RTX 4090 da NVIDIA, Windows;R$ 52.105,26
479;Ultrabook Gigabyte Aero 14 BMF, Intel 13ª Geração I7-13700H, 16GB RAM, RTX 4050, SSD 1TB NVMe, Tela 16 Polegadas QHD+;R$ 20.947,37
480;Bateria Para Notebook Samsung Np Series Np270e4e-kd5br | 4000 Mah 10.8 V;R$ 322,98
481;Bateria Para Notebook Samsung Np Series Np-r780-js02au | 4000 Mah 10.8 V;R$ 322,98
482;Bateria Para Notebook Samsung Np Series Np300e7a-s02au | 4000 Mah 10.8 V;R$ 322,98
483;Bateria Para Notebook Samsung Np Series Np-r523 | 4000 Mah 10.8 V;R$ 322,98
484;Bateria Para Notebook Samsung Rf Series Rf711 | 4000 Mah 10.8 V;R$ 322,98
485;Bateria Para Notebook Samsung Nt Series Nt-p510 | 4000 Mah 10.8 V;R$ 322,98
486;Bateria Para Notebook Samsung Nt Series Nt-p230 | 4000 Mah 10.8 V;R$ 322,98
487;Bateria Para Notebook Samsung Nt Series Nt-p428 | 4000 Mah 10.8 V;R$ 322,98
488;Bateria Para Notebook Samsung Np Series Np270e4e-kd5 | 4000 Mah 10.8 V;R$ 322,98
489;Bateria Para Notebook Samsung R Series R468h | 4000 Mah 10.8 V;R$ 322,98
490;Bateria Para Notebook Samsung Np Series Np-r730 | 4000 Mah 10.8 V;R$ 322,98
491;Bateria Para Notebook Samsung Rv440 | 4000 Mah;R$ 322,98
492;Bateria Para Notebook Samsung R Series R517 | 4000 Mah 10.8 V;R$ 322,98
493;Bateria Para Notebook Samsung Nt Series Nt-q430 | 4000 Mah 10.8 V;R$ 322,98
494;Bateria Para Notebook Samsung Q Series Q318-dsoe | 4000 Mah 10.8 V;R$ 322,98
495;Bateria Para Notebook Samsung Np Series Np-r780-js0buk | 4000 Mah 10.8 V;R$ 322,98
496;Bateria Para Notebook Samsung R Series R520h | 4000 Mah 10.8 V;R$ 322,98
497;Bateria Para Notebook Samsung Np Series Np-p530 | 4000 Mah 10.8 V;R$ 322,98
498;Bateria Para Notebook Samsung Np Series Np-300e4x | 4000 Mah 10.8 V;R$ 322,98
499;Bateria Para Notebook Samsung Np Series Np-rf511-s03au | 4000 Mah 10.8 V;R$ 322,98
500;Bateria Para Notebook Hp Pavilion Dv6-3080br | 6600 Mah;R$ 249,16
501;Bateria Para Notebook Hp Pavilion Dv4-1210tx | 6600 Mah;R$ 177,66
502;Fonte Carregador Para Notebook Hp Probook 430 G2 | 19.5v 2.31a 45w Pino 7.4 X 5.0 Mm;R$ 57,36
503;Bateria Para Notebook Hp Pavilion Dv7-4290us | 6600 Mah;R$ 248,04
504;Bateria Para Notebook Dell 14 5451 5455 5458 5566 M5y1k (2014-2016) | Preto 2200 Mah;R$ 196,31
505;Bateria Para Notebook Dell Latitude E5520m | 4400 Mah;R$ 221,23
506;Fonte Carregador Para Notebook Asus Eee Pc 1201n | 19v 2.1a 40w Pino 2.315 X 0.7 Mm;R$ 55,35
507;Bateria Para Notebook Hp Part Number 484171-001 | 6 Células;R$ 181,08
508;Bateria Para Notebook Samsung Np Series Np-rv411-cd1br | 4400 Mah 10.8 V;R$ 163,13
509;Fonte Carregador Para Notebook Lenovo G475 | 19v 3.42a 65w Pino 5.5 X 2.5 M;R$ 63,58
510;Bateria Para Notebook Samsung Part Number Aa-pb9nc5b | 4400 Mah 10.8 V;R$ 163,13
511;Bateria Para Notebook Samsung Np Series Np300e7a-s02au | 4400 Mah 10.8 V;R$ 163,13
512;Bateria Para Notebook Hp Pavilion Dv4-1312tu | 6600 Mah;R$ 177,66
513;Bateria Para Notebook Samsung Np740u5m | 3900 Mah;R$ 345,10
514;Bateria Para Notebook Dell Inspiron 14r Se-5420 | 6 Células;R$ 211,82
515;Fonte Para Notebook Samsung Np-rc512-w01us | 19v 3.16a;R$ 93,98
516;Bateria Para Notebook Hp Compaq Cq43-327br | 6600 Mah;R$ 249,16
517;Bateria Para Notebook Hp Part Number 756479-421 | 4 Células;R$ 156,24
518;Bateria Para Notebook Dell Inspiron 15 (5551)p51f (2014-2016) | Preto 2200 Mah;R$ 231,05
519;Bateria Para Notebook Acer Aspire A515-54-54vn | Lítio-Polegadasímero;R$ 188,50
520;Bateria Para Notebook Hp Pavilion Dv4-1435 | 6600 Mah;R$ 177,66
521;Fonte Carregador Para Notebook Hp Envy 14k00tx | 19.5v 3.33a 65w Pino 4.5 X 3.0 Mm;R$ 76,35
522;Bateria Para Notebook Hp Pavilion G6-1280eg | 6600 Mah;R$ 249,16
523;Fonte Para Notebook Samsung Np-r480 | 19v 3.16a;R$ 93,98
524;Bateria Para Notebook Hp Pavilion G70 | 6 Células;R$ 181,08
525;Bateria Para Notebook Samsung Np Series Np-rv420-cd2br | 6600 Mah 10.8 V;R$ 287,88
526;Fonte Carregador Para Notebook Cce Onix 545le+ | 19v 3.42a 65w Pino 5.5 X 2.5 Mm;R$ 63,58
527;Bateria Para Notebook Asus X551ma-sx021h | 2200 Mah;R$ 176,39
528;Bateria Para Notebook Hp Pavilion G6-1268sl | 6600 Mah;R$ 249,16
529;Bateria Para Notebook Sony Vaio Vpccb1agj | 4400 Mah;R$ 230,21
530;Fonte Para Notebook Samsung Np-sf410-sd2br | 19v 3.16a;R$ 93,98
531;Bateria Para Notebook Hp Stream 11-ah117w | Preto 3400 Mah (26wh);R$ 168,70
532;Bateria Para Notebook Dell Inspiron 14 Intel N4020 | 4000 Mah;R$ 187,71
533;Fonte Carregador Para Notebook Philco 14f-p723ws | 19v 3.42a 65w Pino 5.5 X 2.5 Mm;R$ 63,58
534;Fonte Para Notebook Dell 5480 V14t-5470-a20;R$ 100,64
535;Bateria Para Notebook Hp Pavilion Dv4-1125br | 6600 Mah;R$ 177,66
536;Fonte Carregador Para Notebook Hp Pavilion Dv9000 | 18.5v 3.5a 65w Pino 4.8 X 1.7 Mm;R$ 70,44
537;Bateria Para Notebook Hp Pavilion Dv4-1261tx | 6600 Mah;R$ 177,66
538;Fonte Para Notebook Samsung  Np905s3g | 19v 2.1a;R$ 41,72
539;Bateria Para Notebook Hp Envy 17t-j000 Pc | 6 Células;R$ 145,71
540;Bateria Para Notebook Hp Pavilion G6-1031se | 6600 Mah;R$ 249,16
541;Fonte Para Notebook Hp Stream 14-ax000nf | 19.5v 2.31a;R$ 90,94
542;Fonte Carregador Para Notebook Acer Aspire 4250 | 19v 3.42a 65w Pino 5.5 X 1.7 Mm;R$ 70,07
543;Tela 15.6 Polegadas LED Para Notebook, B156xtn02.1, Brilhante;R$ 300,13
544;Bateria Para Notebook Sony Vaio Sve14135cxb, 4400 Mah;R$ 230,21
545;Bateria Bringit Para Notebook Hp Pavilion, Dv4t-1300se Cto, 4400 Mah;R$ 181,08
